id,subname,subid,subsubname,subsubid,desc,position
,Science,,Physical Processes,,Pupil trials actions. e.g. tries to make several sound makers make a sound by shaking them.,b
,Science,,Physical Processes,,Pupil carries out simple instructions when also given a gesture or physical prompt. e.g. “Push the car” (plus a pushing action by adult) initiates the pupil response.,c
,Science,,Physical Processes,,Pupil can give positive or negative response to object or event when offered. e.g. “Do you want the torch?” “Would you like the tambourine?” ,d
,Science,,Physical Processes,,Pupil collects objects or materials. e.g. collects wheeled vehicles to push.,e
,Science,,Physical Processes,,"Pupils explore objects and materials provided in an appropriate way. They recognise features of objects, for example, the features of living things in their environment, knowing where they belong, for example, eyes on a face, leaves on a tree. They begin to make generalisations, connections and predictions from regular experience, for example, expecting that ice cream will melt, or making wheeled objects move faster by pushing on a smooth surface or down a slope. Pupils consistently sort materials according to given criteria when the contrast is obvious. They closely observe the changes that occur, for example, when materials are heated, cooled or mixed. They identify some appliances that use electricity. They can recall sources of sound and light, for example, remembering their location.",P6
,Science,,Physical Processes,,Pupil repeats actions and modifies. e.g. moves the sit - on toy from ground onto playground to make it move more easily.,a
,Science,,Physical Processes,,Pupil remembers some events. e.g. holds the coloured cellophane up to eyes.,b
,Science,,Physical Processes,,Pupil carries out simple verbal instructions. e.g. “Switch on the light.” “Drop the ball.”,c
,Science,,Physical Processes,,"Pupil can name simple objects. e.g. T.V, car light, drum.",d
,Science,,Physical Processes,,"Pupil confirms suggestions about what will happen. 
e.g. can answer questions requiring a yes/no response such as “is it light?” “is it silent?” ",e
,Science,,Physical Processes,,"Pupils actively join in scientific investigations. They understand some simple scientific vocabulary and can communicate related ideas and observations using simple phrases, for example, which food to give which animal. They sort materials reliably with given criteria, for example, hard and soft. Pupils observe some of the simple properties of light, sound and movement, for example, shadows, volume or speed. They begin to record their findings, for example, pictorially. They begin to make suggestions for planning and evaluating their work.",P7
,Science,,Physical Processes,,"Pupil can complete simple descriptions about what happened. 
e.g. “When we dropped the ball it…” (adult). “bounced” (pupil).",a
,Science,,Physical Processes,,"Pupil can name simple actions and events e.g. pushing, pulling etc. 
",b
,Science,,Physical Processes,,"Pupil can match objects. e.g. points to a drum when they can hear the sound but not see the source of the sound. 
",c
,Science,,Physical Processes,,"Pupil sorts by a given criterion e.g. “Show me the things that can be switched on.” 
",d
,Science,,Physical Processes,,"Pupil can respond to suggestions about what will happen, when given a choice e.g. “Which one will bounce?” “Which one will make a rattle when shaken?” 
",e
,Science,,Physical Processes,,"Pupils explore and observe similarities, differences, patterns and changes in features of objects, living things and events. They begin to make their own contributions to planning and evaluation and to recording their findings in different ways. Pupils identify a range of common materials and know about some of their properties. They sort materials using simple criteria and communicate their observations of materials in terms of these properties.Pupils make their own observations of changes in light, sound or movement that result from actions, for example, pressing a switch. They can describe the changes when questioned directly.",P8
,Science,,Physical Processes,,"Pupil can respond to reminders about short sequences, 
e.g. when asked “What did the ball do when we dropped it?” can respond, to say that “it bounced and rolled away”.",a
,Science,,Physical Processes,,Pupil can communicate observations through drawings which can be recognised. e.g. a T.V. with a screen and buttons.,b
,Science,,Physical Processes,,Pupil describes something as it happens e.g. in response to the question “What is the car doing?” can say “It is moving/rolling.” ,c
,Science,,Physical Processes,,Pupil can describe characteristics of objects and events they observe. e.g. can say “It's light/dark” “It's loud.”,d
,Science,,Physical Processes,,Pupil requests actions and events e.g. “Switch it on/off” “Push it/Pull it.”,e
,Science,,Physical Processes,,"Pupils communicate observations of changes in light, sound or movement that result from actions for example, switching on a simple electrical circuit, pushing and pulling objects. They recognise that sound and light come from a variety of sources and name some of these.",L1
,Science,,Physical Processes,,"Pupil can use, more complex sentences to describe changes. 
e.g. can suggest how to make a toy car move faster.",a
,Science,,Physical Processes,,"Pupil can use simple language to communicate observations of changes. e.g. on and off, fast and slow, name sources of light and sound, and moving objects.",b
,Science,,Physical Processes,,"Pupil can respond to more complex instructions to cause a range of changes. e.g. makes the trolley move forwards and backwards, makes the toy car move faster when asked.",c
,Science,,Physical Processes,,Pupil can communicate what they did. e.g. say “We switched on the light.”,d
,Science,,Physical Processes,,"Pupil can communicate simple observations by labelling a picture. 
e.g. of a toy car. ",e
,Science,,Physical Processes,,"Pupils know about a range of physical phenomena and recognise and describe similarities and differences associated with them. They compare the way in which devices for example, bulbs, work in different electrical circuits. They compare the brightness or colour of lights, and the loudness or pitch of sounds. They compare the movement of different objects in terms of speed or direction.",L2
,Science,,Physical Processes,,"Pupil can describe similarities and differences in physical phenomena using an increased range of more abstract terms. 
e.g. “This light is brighter than this one”. “This recorder makes higher sounds than this one”.",a
,Science,,Physical Processes,,"Pupil can describe similarities and differences in physical phenomena using simple vocabulary. e.g. 'This car goes faster than this one'. 'The traffic lights are differnt colours, red, orange and green.'",b
,Science,,Physical Processes,,"Pupil can use increasingly abstract ways of sorting physical phenomena. 
e.g. Bright lights and dim lights, high sounds and low sounds. ",c
,Science,,Physical Processes,,"Pupil can sort and group examples of physical phenomena and explain the basis for their groupings. e.g. “All these things use electricity, these don't”.",d
,Science,,Physical Processes,,"Pupil can sort and group examples of simple physical phenomena. 
e.g. pictures of fast things, pictures of slow things. ",e
,Science,,Physical Processes,,"Pupils use their knowledge and understanding of physical phenomena to link cause and effect in simple explanations for example, a bulb failing to light because of a break in an electrical circuit, the direction or speed of movement of an object changing because of a push or a pull. They begin to make simple generalisations about physical phenomena for example, explaining that sounds they hear become fainter the further they are from the source",L3
,Science,,Physical Processes,,"Pupil can make simple generalisations about more abstract phenomena. 
e.g. explains that sounds become fainter as they get further from the source.",a
,Science,,Physical Processes,,"Pupil can make simple generalisations about physical phenomena. 
e.g. can say that the more layers of tracing paper, the less light will come through. ",b
,Science,,Physical Processes,,"Pupil can link cause and effect where they need to use knowledge and understanding of abstract concept. e.g. can say which circuits will work and which will not work. 
",c
,Science,,Physical Processes,,Pupil can link cause and effect in situations where an action has to be changed to change the effect. e.g. can say that a sponge will need to be squeezed harder to get it in a smaller cup. ,d
,Science,,Physical Processes,,"Pupil can link cause and effect in simple phenomena. 
e.g. can say that when switch is pushed, the light comes on. ",e
,Science,,Physical Processes,,"Pupils demonstrate knowledge and understanding of physical processes drawn from the key stage 2 or key stage 3 programme of study. They describe and explain physical phenomena for example, how a particular device may be connected to work in an electrical circuit, how the apparent position of the Sun changes over the course of a day. They make generalisations about physical phenomena for example, motion is affected by forces, including gravitational attraction, magnetic attraction and friction. They use physical ideas to explain simple phenomena for example, the formation of shadows, sounds being heard through a variety of materials.",L4
,Science,,Physical Processes,,"Pupil can explain physical phenomena where they have been provided with a model of a very abstract idea. e.g. explain why the apparent position of the sun changes over the course of a day.
",a
,Science,,Physical Processes,,"Pupil can explain physical phenomena in terms of abstract concepts. 
e.g. can explain why a broken circuit does not work, or why dropped objects fall. ",b
,Science,,Physical Processes,,Pupil can make generalisations about phenomena which are less easy to observe. e.g. can say that a sound is always made when an object vibrates. ,c
,Science,,Physical Processes,,"Pupil can explain simple phenomena in terms of concrete concepts. 
e.g. can explain that a force is needed to make anything move, or that friction slows objects down. ",d
,Science,,Physical Processes,,"Pupil can make generalisations about simple, observable phenomena. e.g. can say that a shadow is always made when a light shines on an opaque object.",e
,Science,,Scientific Enquiry,,"Pupils encounter activities and experiences. They may be passive or resistant. They may show simple reflex responses, for example, startling at sudden noises or movements. Any participation is fully prompted.",P1(i)
,Science,,Scientific Enquiry,,Pupil is resistant to a sensory stimuli they find unpleasant.,a
,Science,,Scientific Enquiry,,Pupil shows intolerance to a range of sensory stimuli.,b
,Science,,Scientific Enquiry,,Pupil shows simple reflex response to familiar events.,c
,Science,,Scientific Enquiry,,Pupil shows simple reflex responses to a sudden unfamiliar event.,d
,Science,,Scientific Enquiry,,Pupil is passive to activities and experiences; sensory stimuli produce no consistent response.,e
,Science,,Scientific Enquiry,,"Pupils show emerging awareness of activities and experiences. They may have periods when they appear alert and ready to join in and to focus their attention on certain people, events, objects or parts of objects, for example, looking towards flashes of light or turning towards loud sounds. They may give intermittent reactions, for example, sometimes withdrawing their hands from changes in temperature.",P1 (ii)
,Science,,Scientific Enquiry,,"Pupil interacts with people, turning to voice. Looks/smiles at familiar adult.",a
,Science,,Scientific Enquiry,,Pupil can make sounds/gestures to communicate basic needs.,b
,Science,,Scientific Enquiry,,"Pupil can pay attention to environment. Accepts, is comforted by appropriate physical contact.",c
,Science,,Scientific Enquiry,,"Pupil “stills” in response to a sound, voice environment.",d
,Science,,Scientific Enquiry,,Pupil shows an increase in tolerance to a repeated sensory stimulus.,e
,Science,,Scientific Enquiry,,"Pupils begin to respond consistently to familiar people, events and objects. They react to new activities and experiences, for example, discarding objects with unfamiliar textures. They begin to show interest in people, events and objects, for example, leaning forward to follow the scent of a crushed herb. They accept and engage in coactive exploration with the help of another, for example, feeling materials in hand-over-hand partnerships with a member of staff.",P2 (i)
,Science,,Scientific Enquiry,,"Pupil interacts with people and objects, e.g. holds an object.",a
,Science,,Scientific Enquiry,,"Pupil interacts with people and objects, e.g. reaches towards an object. Follows object with eyes or hand gesture.",b
,Science,,Scientific Enquiry,,"Pupil interacts with people, animals and environment, e.g. follows object with eyes. ",c
,Science,,Scientific Enquiry,,"Pupil interacts with people, animals and environment, e.g. focuses on object. ",d
,Science,,Scientific Enquiry,,"Pupil interacts with people and objects, turning to voice, smiling.",e
,Science,,Scientific Enquiry,,"Pupils begin to be proactive in their interactions. They communicate consistent preferences and affective responses, for example, showing a consistent dislike for certain flavours or textures. They recognise familiar people, events and objects, for example, moving towards particular features of familiar environments. They perform actions, often by trial and error, and they remember learned responses over short periods of time, for example, rejecting food items after recent experience of bitter flavours. They cooperate with shared exploration and supported participation, for example, examining materials handed to them.",P2 (ii)
,Science,,Scientific Enquiry,,Pupil gives consistent response to pleasant and unpleasant stimuli.,a
,Science,,Scientific Enquiry,,Pupil can discriminate between a pleasant and an unpleasant stimulus.,b
,Science,,Scientific Enquiry,,"Pupil can use vocals with intent, e.g. smiles and makes noise.",c
,Science,,Scientific Enquiry,,"Pupil can communicate simple needs, wants or feelings with intent uses facial expressions, gestures, signs.",d
,Science,,Scientific Enquiry,,Pupil can perform some actions using trial and error.,e
,Science,,Scientific Enquiry,,"Pupils begin to communicate intentionally. They seek attention through eye contact, gesture or action. They request events or activities, for example, reaching out towards a sound making object. They participate in shared activities with less support. They sustain concentration for short periods. They explore materials in increasingly complex ways, for example, pressing hard objects into soft textures. They observe the results of their own actions with interest, for example, scrunching up paper and examining the product. They remember learned responses over more extended periods, for example, reaching out to touch a live animal with caution and sensitivity.",P3(i)
,Science,,Scientific Enquiry,,Pupil remembers learned responses over more extended periods.,a
,Science,,Scientific Enquiry,,"Pupil observes own actions, objects and events with interest.",b
,Science,,Scientific Enquiry,,"Pupil requests activities or objects, verbally or with gesture.",c
,Science,,Scientific Enquiry,,"Pupil interacts with familiar people or animals, plants and environments.",d
,Science,,Scientific Enquiry,,"Pupil can respond to familiar people, routines, objects activities and actions.",e
,Science,,Scientific Enquiry,,"Pupils use emerging conventional communication. They greet known people and may initiate interactions and activities, for example, switching on a favourite piece of equipment in the light and sound room. They can remember learned responses over increasing periods of time and may anticipate known events, for example, bubbles bursting on an obstacle. They may respond to options and choices with actions or gestures, for example, touching one substance rather than another. They actively explore objects and events for more extended periods, for example, feeling the textures of different parts of a plant. They apply potential solutions systematically to problems, for example, tipping a container in order to pour out its contents.",P3 (ii)
,Science,,Scientific Enquiry,,Pupil can communicate with purposeful intent.Pupil can reject when given a choice of one / two objects. Anticipates events.,a
,Science,,Scientific Enquiry,,"Pupil can communicate simple choices, likes/dislikes.",b
,Science,,Scientific Enquiry,,Pupil can explore objects and begins to repeat and control actions.,c
,Science,,Scientific Enquiry,,Pupil can explore and interact with objects spontaneously.,d
,Science,,Scientific Enquiry,,"Pupil can show anticipation in response to familiar people, routines, activities and actions.",e
,Science,,Scientific Enquiry,,"Pupils explore objects and materials provided, changing some materials by physical means and observing the outcomes, for example, when mixing flour and water. They know that certain actions produce predictable results, for example, that sponges can be squeezed. Pupils communicate their awareness of changes in light, sound or movement. They imitate actions involving main body parts, for example, clapping or stamping. They make sounds using their own bodies, for example, tapping, singing or vocalising, and imitate or copy sounds. They cause movement by a pushing or pulling action.  Pupls show interest in a wide range of living things, handling and observing them, for example, on a visit to a farm, or on a walk in the woods collecting items.",P4
,Science,,Scientific Enquiry,,"Pupil demands a familiar desired object, e.g. by loud, urgent vocalisation.",a
,Science,,Scientific Enquiry,,"Pupil shows understanding of objects, materials and events, e.g. squeezes sponge.",b
,Science,,Scientific Enquiry,,"Pupil can copy simple actions, e.g. copies clapping or banging. ",c
,Science,,Scientific Enquiry,,Pupil demands a desired object or event by reaching or pointing.,d
,Science,,Scientific Enquiry,,"Pupil anticipates by association to objects of reference, e.g. puts an empty spoon to mouth. ",e
,Science,,Scientific Enquiry,,"Pupils anticipate and join in activities focused on enquiry into specific environments, for example, finding the hamster under the straw, or the worms in a wormery. They group objects and materials in terms of simple features or properties, for example, temperature or colour. They can indicate the before and after of material changes. They engage in experimentation with a range of equipment in familiar and relevant situations, for example, initiating the activation of a range of light sources. They answer simple scientific questions, for example, 'Where is the flower?' 'Is it hot/cold?'.",P5
,Science,,Scientific Enquiry,,"Pupil repeats actions when prompted, e.g. tries something a second time when prompted to try again. ",a
,Science,,Scientific Enquiry,,"Pupil trials actions, e.g. tries to “post” bricks through holes. ",b
,Science,,Scientific Enquiry,,"Pupil carries out simple instructions when also given a gesture or physical prompt, e.g. “push the car,” plus a pushing action by the adult initiates the pupil response. ",c
,Science,,Scientific Enquiry,,Pupil can give positive or negative response to object or event when offered.,d
,Science,,Scientific Enquiry,,Pupil collects objects or materials.,e
,Science,,Scientific Enquiry,,"Pupils explore objects and materials provided in an appropriate way. They recognise features of objects, for example, the features of living things in their environment, knowing where they belong, for example, eyes on a face, leaves on a tree. They begin to make generalisations, connections and predictions from regular experience, for example, expecting that ice cream will melt, or making wheeled objects move faster by pushing on a smooth surface or down a slope. Pupils consistently sort materials according to given criteria when the contrast is obvious. They closely observe the changes that occur, for example, when materials are heated, cooled or mixed. They identify some appliances that use electricity. They can recall sources of sound and light, for example, remembering their location.",P6
,Science,,Scientific Enquiry,,"Pupil repeats actions and modifies, eg, tries 'posting' a brick through a different shaped hole when it does not fit into the first one tried.",a
,Science,,Scientific Enquiry,,Pupil remembers some events e.g. looks for hamster under the straw. ,b
,Science,,Scientific Enquiry,,"Pupil carries out simple verbal instructions, e.g. “Push the car,” “Smell the flower.” ",c
,Science,,Scientific Enquiry,,"Pupil can name simple objects, e.g. fish, tree, stone, ball. ",d
,Science,,Scientific Enquiry,,"Pupil confirms suggestions about what will happen, e.g. can answer questions requiring a yes/no response such as “will it move?” ",e
,Science,,Scientific Enquiry,,"Pupils actively join in scientific investigations. They understand some simple, scientific vocabulary and can communicate related ideas and observations using simple phrases, for example, indicate which food to give which animal. They sort materials reliably with given criteria, for example, hard or soft. They observe some of the simple properties of light, sound and movement, for example, shadows, volume or speed. They begin to record their findings, for example, pictorially. They begin to make suggestions for planning and evaluating their work.",P7
,Science,,Scientific Enquiry,,"Pupil can complete simple descriptions about what happened, e.g. “The ball ....” (adult), “bounced” (pupil).",a
,Science,,Scientific Enquiry,,"Pupil can name simple actions and events, e.g. push, dark. ",b
,Science,,Scientific Enquiry,,"Pupil can match objects, e.g. matches real objects with photographs. ",c
,Science,,Scientific Enquiry,,"Pupil sorts by a given criterion, e.g. “Show me the red things.” ",d
,Science,,Scientific Enquiry,,"Pupil can respond to suggestions about what will happen, when given a choice, e.g. “Which one will bounce?” ",e
,Science,,Scientific Enquiry,,"Pupils explore and observe similarities, differences, patterns and changes in features of objects, living things and events. They begin to make their own contributions to planning and evaluation and to recording their findings in different ways.  Pupils identify a range of common materials and know about some of their properties. They sort materials using simple criteria and communicate their observations of materials in terms of these properties.  Pupils make their own observations of changes in light, sound or movement that result from actions, for example, pressing a switch. They can describe the changes when questioned directly.",P8
,Science,,Scientific Enquiry,,"Pupil can respond to reminders about short sequences, e.g. when asked “What did the cat do?” can respond, to say that ""It meowed”, or “it ran away”.",a
,Science,,Scientific Enquiry,,"Pupil can communicate observations through drawings which can be recognised, e.g. a plant with leaves, coloured green. ",b
,Science,,Scientific Enquiry,,"Pupil describes something as it happens, e.g. in response to question “What is the car doing?” Can say “It is moving.” ",c
,Science,,Scientific Enquiry,,"Pupil can describe characteristics of objects and events they observe, e.g. can say “It's big,” “It's hard,” “It's shiny.”",d
,Science,,Scientific Enquiry,,"Pupil requests actions and events, e.g. “Squash it,” “Smell it.” ",e
,Science,,Scientific Enquiry,,"Pupils describe or respond appropriately to simple features of objects, living things and events they observe, communicating their findings in simple ways for example, talking about their work, through drawings, simple charts.",L1
,Science,,Scientific Enquiry,,"Pupil can make a simple suggestion when prompted about what might happen, e.g. can suggest that a ball will bounce when dropped.",a
,Science,,Scientific Enquiry,,"Pupil can describe observations, e.g. say a material is hard and strong i.e. offering more than one characteristic. ",b
,Science,,Scientific Enquiry,,"Pupil can communicate observations by drawing, e.g. draw picture of what happened. ",c
,Science,,Scientific Enquiry,,"Pupil can communicate what they did, e.g. say “We watered a plant.” ",d
,Science,,Scientific Enquiry,,Pupil can communicate simple observations by labelling a picture.,e
,Science,,Scientific Enquiry,,"Pupils respond to suggestions about how to find things out and, with help, make their own suggestions about how to collect data to answer questions. They use simple texts, with help, to find information. They use simple equipment provided and make observations related to their task. They observe and compare objects, living things and events. They describe their observations using scientific vocabulary and record them, using simple tables where appropriate. They say whether what happened was what they expected.",L2
,Science,,Scientific Enquiry,,"Pupil can measure in simple standard units, e.g. measure the height of a plant in whole centimetres.",a
,Science,,Scientific Enquiry,,"Pupil can make a simple block graph or pictogram, e.g. build a tower of bricks to heights of different plants. ",b
,Science,,Scientific Enquiry,,"Pupil can make a simple suggestion, e.g. “The ice cube will melt on the radiator,” and say whether what happened was what they expected e.g. “I was right. It did melt.” ",c
,Science,,Scientific Enquiry,,"Pupil can respond to suggestions about how to find things out and use simple equipment provided, e.g. when prompted, count number of lolly sticks they can pick up, distance the car went. ",d
,Science,,Scientific Enquiry,,"Pupil can make and record observations in a ready made two column table, e.g. magnetic and not magnetic. ",e
,Science,,Scientific Enquiry,,"Pupils respond to suggestions and put forward their own ideas about how to find the answer to a question. They recognise why it is important to collect data to answer questions. They use simple texts to find information. They make relevant observations and measure quantities, such as length or mass, using a range of simple equipment. Where appropriate, they carry out a fair test with some help, recognising and explaining why it is fair. They record their observations in a variety of ways. They provide explanations for observations and for simple patterns in recorded measurements. They communicate in a scientific way what they have found out and suggest improvements in their work.",L3
,Science,,Scientific Enquiry,,"Pupil can explain patterns in results, e.g. explain why two layers of fabric kept the tea warmer than one layer. Pupil can suggest improvements in their work, e.g. suggest dropping parachutes from greater height during an experiment or measuring more carefully.",a
,Science,,Scientific Enquiry,,"Pupils can carry out a fair test with limited help and explain ways they made it fair, e.g. find out which toy car goes the furthest and explain that they did not push them, but rolled them from the same position on a ramp. ",b
,Science,,Scientific Enquiry,,"Pupil can use a range of simple equipment, e.g. rulers and stop clocks, simple thermometers. Pupils can record in a variety of ways, e.g. construct tables and block graphs.",c
,Science,,Scientific Enquiry,,"Pupil can make suggestion about what will happen, e.g. “My car will go faster because it's a racing car.”",d
,Science,,Scientific Enquiry,,"Pupil can respond to suggestions about how to find things out and put forward their own ideas, e.g. make suggestions about how we could find out what food snails like best. ",e
,Science,,Scientific Enquiry,,"Pupils recognise that scientific ideas are based on evidence. In their own investigative work, they decide on an appropriate approach, for example, using a fair test, to answer a question. Where appropriate, they describe, or show in the way they perform their task, how to vary one factor while keeping others the same. Where appropriate, they make predictions. They select information from sources provided for them. They select suitable equipment and make a series of observations and measurements that are adequate for the task. They record their observations, comparisons and measurements using tables and bar charts. They begin to plot points to form simple graphs and use these graphs to point out and interpret patterns in their data. They begin to relate their conclusions to these patterns and to scientific knowledge and understanding, and to communicate them with appropriate scientific language. They suggest improvements in their work, giving reasons.",L4
,Science,,Scientific Enquiry,,"Pupil can plot points on a line graph where the scales on the axes are simple, and points are on major grid lines. Pupil can use graphs to point out and interpret patterns, e.g. write a series of five questions which the graph answers.",a
,Science,,Scientific Enquiry,,"Pupil can use scientific language when communicating conclusions, e.g. use the term 'air resistance' when explaining why the largest parachute took the longest time to drop. Pupil can construct a bar chart.",b
,Science,,Scientific Enquiry,,"Pupil can suggest an appropriate approach, e.g. survey or fair test.They plan and carry out a fair test in which one factor is varied while keeping the others the same, e.g. control amount of water, time, vessel, lid (or not) when testing materials for thermal insulation. ",c
