id,subname,subid,subsubname,subsubid,desc,position
,ICT,,Finding Things Out,,"Pupils begin to be proactive in their interactions. They communicate consistent preferences and affective responses, for example, turning towards the source of preferred music. They recognise familiar people, events and objects, for example, moving towards the television in a familiar room. They perform actions, often by trial and improvement, and they remember learned responses over short periods of time, for example, pressing a switch repeatedly to turn on a light or sound source. They cooperate with shared exploration and supported participation, for example, working with an adult or a peer to operate a touch screen.",P2 (ii) 
,ICT,,Finding Things Out,,"Pupil recognises familiar stimulus when presented via access device For example, pupil presses switch and shows they recognise music, image via facial expression, vocalisation, and continued or repeated action.",a
,ICT,,Finding Things Out,,"Pupil co-operates when sharing objects during give and take activities with supported participation from an adult or peer. For example, pupil will, with a verbal/physical prompt, create sounds using sound making devices.",b
,ICT,,Finding Things Out,,"Pupil may repeat an activity many times. For example, pupil intentionally activates a switch to elicit a repeated sound/activity.",c
,ICT,,Finding Things Out,,"Pupil communicates simple choices. For example, pupil uses two access devices to choose between two stimuli, sounds, image or texture.",d
,ICT,,Finding Things Out,,"Pupil begins to investigate actions and reactions, of sound and movement sources. For example, pupil activates a switch to elicit a sound, musical or movement source.",e
,ICT,,Finding Things Out,,"Pupils begin to communicate intentionally. They seek attention through eye contact, gesture or action. They request events or activities, for example, pushing another person’s hand towards a switch. They participate in shared activities with less support. They sustain concentration for short periods. They explore materials in increasingly complex ways, for example, moving in and out of a sound beam to create different effects. They observe the results of their own actions with interest, for example, feeling the changing vibrations as they switch a massage table on and off. They remember learned responses over more extended periods, for example, returning to a favourite item of equipment in the multi-sensory environment from session to session.",P3 (i) 
,ICT,,Finding Things Out,,"Pupil can observe the results of their own actions. For example, pupil uses access device to activate a toy, followed by consistent response, excited vocalisation or clapping hands.",a
,ICT,,Finding Things Out,,"Pupil explores materials in increasingly complex way. For example, pupil stops activating switch when task is complete, such as when a train or toy racing car is stopped at a specific point. Pupil participates in shared activity for short periods. Pupil can with occasional prompt move toy cars via a switch around a track, taking turns working with a partner.",b
,ICT,,Finding Things Out,,"Pupil remembers a learned response and reacts to it appropriately. For example, pupil recognises a piece of music to signify lunch break or end/start of the day and reacts appropriately.",c
,ICT,,Finding Things Out,,"Pupil uses ICT and/speech aid to make a request or indicate a choice, seek attention. For example, pupil: - uses VOCA to request an object, get a response from an adult. - makes a choice between two or more activities using an ICT resource.",d
,ICT,,Finding Things Out,,"Pupil begins to communicate intentionally by using ICT equipment to seek attention. For example: - pupil uses VOCA to offer greeting to adult with minimal support. - child responds to simple question using ICT resource. For example, pupil “Where is John?” - uses VOCA to respond, “I am here.” with minimal support",e
,ICT,,Finding Things Out,,"Pupils use emerging conventional communication. They greet known people and may initiate interactions and activities, for example, switching on a tape or CD player. They can remember learned responses over increasing periods of time and may anticipate known events, for example, looking at a monitor screen as they activate a concept keyboard. They may respond to options and choices with actions or gestures, for example, operating one switch rather than another to achieve a desired result. They actively explore objects and events for more extended periods, for example, creating effects using a touch screen. They apply potential solutions systematically to problems; for example, pressing a switch repeatedly after the power source has been turned off.",P3 (ii)
,ICT,,Finding Things Out,,"Pupil shares and explores an activity with another person for extended period. For example, pupil uses VOCA to participate in a song/story/activity to produce sound effects at appropriate point",a
,ICT,,Finding Things Out,,"Pupil begins to anticipate events from sounds/visual cues demonstrating an emerging response to objects of reference. For example, pupil recognises sound on VOCA or visual cue to represent activity such as swimming, music, sensory room Pupil applies potential solutions to problems. For example, pupil requests item using VOCA following a visual/auditory cue, asks for biscuit after seeing the packet.",b
,ICT,,Finding Things Out,,"Pupil remembers learned responses over a longer period of time. For example, pupil remembers how to activate a touch screen or more complex switch following a demonstration by an adult.",c
,ICT,,Finding Things Out,,"Pupil greets known people via voice/ communication aid. For example, pupil uses VOCA to say hello to adult.",d
,ICT,,Finding Things Out,,"Pupil communicates spontaneously and intentionally. For example, pupil: - uses a voice/ communication aid to gain attention. - uses a voice/ communication aid to participate in a song/ activity.",e
,ICT,,Finding Things Out,,"Pupils make selections to communicate meanings, for example, identifying a symbol or creating a sound. Pupils make selections to generate familiar/preferred sounds or images. They know that certain actions produce predictable results, for example using a switch to activate a tape recorder. (Guidance - The assumption is that the pupil will use their preferred method of access throughout.)",P4 
,ICT,,Finding Things Out,,"Pupil uses ICT to control an object or event. For example, pupil uses a joystick or mouse to play, control a device such as an electric wheelchair or game, dance mat.",a
,ICT,,Finding Things Out,,"Pupil chooses an appropriate switch to achieve a known outcome on screen or device by selecting appropriate switch or control. For example, pupil accesses an electronic book. Pupil uses switch devices to move through electronic talking book.",b
,ICT,,Finding Things Out,,"Pupil demonstrates that they have an emerging awareness of how ICTcan be used to control their environment. For example, pupil uses dimmer switch to control set of lights.",c
,ICT,,Finding Things Out,,"Pupil can produce a predictable result. For example, pupil is able to match a sound to an image or sound to read representational object.
",d
,ICT,,Finding Things Out,,"Pupil can intentionally communicate meaning by selecting objects/images from a screen, interactive white board. For example, pupil selects appropriate image to achieve action, sound or response.",e
,ICT,,Finding Things Out,,"Pupils use computer programs, for example, to move a device to manipulate something on screen. They make connections between control devices and information on screen, for example, pressing a specific graphic on a touch screen.",P5 
,ICT,,Finding Things Out,,"Pupil picks out shapes, symbols or characters. For example, pupil selects images of photos of peers as they appear on screen or interactive white board.",a
,ICT,,Finding Things Out,,"Can link shapes, symbols and characters to communicate meaning. For example, pupil: - can match pictures and symbols using My World. - uses a simple music-making program to compose a score or notes on a whiteboard touch screen.",b
,ICT,,Finding Things Out,,"Pupil makes connections between devices and information on screen. For example, pupil: - uses touch screen to uncover Ted in Find Ted from My World Programme. - uses interactive whiteboard to access specific program information such as moving on slides in a PowerPoint presentation",c
,ICT,,Finding Things Out,,"Pupil can with support - Use control/access device such as graphics table, joystick, mouse, concept keyboard, or whiteboard produce effects screen. For example, uses an interactive whiteboard to access selected recorded music inclusive CD and make things happen.",d
,ICT,,Finding Things Out,,"Pupil can operate a simple computer program to select images as they appear on the screen. For example, pupil uses simple graphic program to choose picture to represent favourite food/drink ",e
,ICT,,Finding Things Out,,"Pupils use ICT to interact with other pupils and adults, for example, touching the screen to respond to another’s action in an on screen game. They use keyboard or touch screen to select letters and/or images for their own names. They show they understand that information can be stored on a computer; for example, they ask to see a picture stored earlier. They respond to simple instructions to control a device, for example, using a photocopier to duplicate their work. They operate some devices independently. (Guidance - note the progression on information handling/data gathering through levels P6/7/8.)",P6 
,ICT,,Finding Things Out,,"Pupil controls an ICT device independently. For example, pupil: - turns on a Tape Recorder, Video, CD Player, or TV. - can photocopy a single sheet",a
,ICT,,Finding Things Out,,"Pupil can with help retrieve their work from a computer. For example, pupil, with help, retrieves stored file, which may be sound, text, video, image, animation, etc. from source.",b
,ICT,,Finding Things Out,,"Pupil can with help save work on the computer, which can then be retrieved. For example, pupil saves sound recording, which can be played back at a later date.",c
,ICT,,Finding Things Out,,"Pupil uses ICT to select and group objects, letters or images. For example, pupil sorts two groups of objects on screen according to given criteria such as items used in the kitchen and items used in thegarden.",d
,ICT,,Finding Things Out,,"Pupil uses ICT to interact with other pupils For example, pupil uses alternative communication aid to ask a simple question.",e
,ICT,,Finding Things Out,,"Pupils gather information from different sources. They use ICT to communicate meaning and express ideas in a variety of contexts, for example, choosing digitised photographs or video clips for their personal profiles. They begin to choose equipment and software for a familiar activity, for example, using a writing-with-symbols programme to send a message home. (Guidance - note the progression on information handling/data gathering through levels P6/7/8.)",P7
,ICT,,Finding Things Out,,"Pupil can with help,  gather information and save /retrieve it from disk. For example, pupil uses memo recorder to record short message to replay later.",a
,ICT,,Finding Things Out,,"Pupil can with help choose appropriate equipment to undertake specific tasks. For example, pupil identifies when it would be appropriate to use a printer, digital camera or scanner to gather and display their work.",b
,ICT,,Finding Things Out,,"Pupil can with help use appropriate resources to undertake a specific activity. For example, pupil: - indicates that to write a message home they use a symbol-writing programme. - uses a painting package to paint a representational image.",c
,ICT,,Finding Things Out,,"Pupil can use ICT to communicate information using a variety of formats. Pupil uses pictures to record information about his/herself/others. For example: - pupil eye colour, boy/girl, and hair colour. - uses pictures to record their likes/dislikes.",d
,ICT,,Finding Things Out,,"Pupil can recognise that information can be presented in different ways. For example, pupils can identify sources of information. ‘We get music from ...’, ‘we see movies on ...’, ‘we see words on ...’",e
,ICT,,Finding Things Out,,"Pupils find similar information in different formats, (photo in paper, in book, on website, from TV programme). Pupils use ICT to communicate and present their ideas, for example, recording sounds on tape and replaying them or taking photographs of their own work. Pupils can load a resource and make a choice from it, for example, a particular game on a CD, a section of a DVD, tracks on a music CD, a game on a PS2. They communicate about their use of ICT. (Guidance - note the progression on information handling/data gathering through levels P6/7/8.)",P8
,ICT,,Finding Things Out,,"Pupil can communicate about their use of ICT. For example, pupil is able to identify and communicate what ICT resources they could use to record an image/sound.",a
,ICT,,Finding Things Out,,"Pupil can manipulate software devices. For example, pupil scans DVD/CD/Media File to find specific scene.",b
,ICT,,Finding Things Out,,"Pupil can use ICT to present their ideas. For example, pupil sequences a series of pictures, such as a series of digital pictures about making a cup of tea or snack.",c
,ICT,,Finding Things Out,,"Pupil can begin to extend their capacity to manipulate software. For example, pupil, with help, selects appropriate software for a specific purpose.",d
,ICT,,Finding Things Out,,"Pupil can begin to use ICT to communicate and present ideas. For example, pupil: - records a story, song on tape for replaying to others at a later date. - uses a tape recorder to record information such as a survey of favourite foods in school, which is retrieved at a later date and entered into a simple pictogram to answer questions related to the subject.",e
,ICT,,Finding Things Out,,"Pupils make use of information from various sources, and bring it together for a purpose. They use ICT to work with text, images and sound to help them share ideas. They recognise that many everyday devices respond to signals and instructions. They make choices when using such devices to produce different outcomes. They talk about their use of ICT.",L1
,ICT,,Finding Things Out,,"Pupil can communicate about their use of ICT. For example, pupil describes how they used the ICT materials such as a digital camera or scanner for a specific purpose.",a
,ICT,,Finding Things Out,,"Pupil can use ICT to work with text, images or sound. For example, pupil: - can activate a talking book. - recognises characters within a talking book by their name or sound of their voice.",b
,ICT,,Finding Things Out,,"Pupil can use objects/images and symbols of reference to identify places in the classroom or around the school. For example, pupil: - recognises sign for toilet. - recognises digital photograph of the hall or front of school.",c
,ICT,,Finding Things Out,,"Pupil can recognise that pictures, images, text and symbols carry meaning and can use them. For example, pupil selects signs and images such as ‘No Smoking’, exit, stop and logos/ badges from football teams and uses them in appropriate situations.",d
,ICT,,Finding Things Out,,"Pupil can explore from different sources. For example, pupil selects signs and images from a variety of sources, (Internet, clip art, CD Rom etc), and uses them in appropriate situations.",e
,ICT,,Finding Things Out,,"Pupil uses ICT to organise and classify information and to present their findings. They enter, save and retrieve work. They use ICT to help them generate, amend and record their work and share their ideas in different forms, including text, tables, images and sound. They plan and give instructions to make things happen and describe the effects. They use ICT to explore what happens in real and imaginary situations. They talk about their experiences of ICT both inside and outside school.",L2
,ICT,,Finding Things Out,,"Pupil can with help use different input devices to record sounds or events. For example, pupil: - uses talking faces to record and play back speech. - uses a tape recorder to record a sound. - uses a digital video to record an event.",a
,ICT,,Finding Things Out,,"Pupil can with some help input prepared instructions to move a programmable robot. For example, pupil inputs single commands and observes a programmable robot moving. Pupil can use a remote control toy. For example, pupil explores controls available to move toy forwards/ backwards,left and right.",b
,ICT,,Finding Things Out,,"Pupil can with help explore simple database using programmes. For example, pupil uses counting pictures to view already stored data.",c
,ICT,,Finding Things Out,,"Pupil can with some help save their work. For example, pupil is able to use an on screen tool bar icon to save their work.",d
,ICT,,Finding Things Out,,"Pupil can use ICT to send and classify information. For example, pupil uses software to present a pictogram using information about a favourite food.",e
,ICT,,Finding Things Out,,"Pupils use ICT to save information and to find and use appropriate stored information, following straightforward lines of enquiry. They use ICT to generate, develop, organise and present their work. They share and exchange their ideas with others. They use sequences of instructions to control devices and achieve specific outcomes. They make appropriate choices when using ICT based models or simulations to help them find things out and solve problems. They describe their use of ICT and its use outside school.",L3
,ICT,,Finding Things Out,,"Pupil can identify examples of database and control devices in outside world. For example, ATM cash machines, car-parking ticket machine, or remote control devices.",a
,ICT,,Finding Things Out,,Pupil can explain how many moves it would take to move a robot to a specific location.,b
,ICT,,Finding Things Out,,"Pupil can without support save information. For example, pupil uses a recognised database to save, develop and organise information.",c
,ICT,,Finding Things Out,,Pupil can with occasional help use a word processor/ presentation or DTP package to present information.,d
,ICT,,Finding Things Out,,"Pupil can with occasional help save information. For example, pupil uses a recognised database to save, develop and organise information.",e
,ICT,,Finding Things Out,,"Pupils understand the need for care in framing questions when collating, finding and interrogating information. They interpret their findings, question plausibility and recognise that poor-quality information leads to unreliable results. They add to, amend and combine different forms of information from a variety of sources. They use ICT to present information in different forms and show they are aware of the intended audience and the need for quality in their presentations. They exchange information and ideas with others in a variety of ways, including using e-mail. They use ICT systems to control events in a predetermined manner and to sense physical data. They use ICT-Based models and simulations to explore patterns and relationships, and make predictions about the consequences of their decisions. They compare their use of ICT with other methods and with its use outside school.",L4
,ICT,,Finding Things Out,,"Pupil can use ICT to explore their ideas. For example, pupil sends an email asking a simple question or requesting information using signs/ symbols/ words.",a
,ICT,,Finding Things Out,,"Pupil can combine text and graphics. Pupil can use a DTP package. For example, pupil questions peers about information they need to involve on a poster to advertise a school event.",b
,ICT,,Finding Things Out,,"Pupil can investigate the most effective way of instructing a robot to move over a pre-determined route involving several commands. For example, pupil uses a plan of a simple route displayed on the screen to identify shortest route for a programmable robot to travel to a specific location. - Pupil can investigate ways of creating different sound effects to support a sequence of events. For example, pupil uses screen-activated keyboard to investigate different sound effects on music composition software.",c
,ICT,,Finding Things Out,,"Pupil can use a Word Processing Package to create a formal text. Pupil is aware of intended audience. For example, pupil writes a ‘Thank you letter’.",d
,ICT,,Finding Things Out,,Pupil can correct information and input it into a simple database.,e
,ICT,,Developing ideas and making things happen,,"Pupils encounter activities and experiences. They may be passive or resistant. They may show simple reflex responses, for example, startling at sudden noises or movements. Any participation is fully prompted.",P1 (i) 
,ICT,,Developing ideas and making things happen,,"Pupil shows brief response to stimuli when presented from different positions. For example, pupil: - stills when sound is played out of visual range. - demonstrates observable response when light source is brought back into field of vision",a
,ICT,,Developing ideas and making things happen,,"Pupil shows brief resistance to sensory stimuli, light, sound vibration. For example, pupil: - closes eyes in response to a sound source. - withdraws hands, feet in response to tactile stimuli",b
,ICT,,Developing ideas and making things happen,,"Pupil shows response, brief simple reflex action to light, sound, vibration source. For example, pupil stills to auditory stimuli presented on VOCA*1, eyes widen to dramatic change in light levels in sensory room, withdraws hands from/turns head away from sensory/tactile stimuli",c
,ICT,,Developing ideas and making things happen,,"Pupil remains passive or shows no observable response to light or sound sources. For example, pupil: - stills when sound is played (music, recorded voice sang) or tactile stimuli offered. - shows tolerance to repeated stimuli (light, sound, images, tactile stimuli) with full physical prompt.",d
,ICT,,Developing ideas and making things happen,,"Pupil shows a reflex response. For example, pupil: - blinks when light is shone in eyes. - pupil moves fingers when hand is touched with sensory stimuli. - pupil displays startle response to sound.",e
,ICT,,Developing ideas and making things happen,,"Pupils show emerging awareness of activities and experiences. They may have periods when they appear alert and ready to focus their attention on certain people, events, objects, or part of objects, for example, attending briefly to lights, sounds or patterns of movement. They may give intermittent reactions. For example, sometimes becoming quiet in response to the vibration of a bubble tube.",P1 (ii)
,ICT,,Developing ideas and making things happen,,"Pupil gives a more controlled reaction to a familiar activity, sound, moving image. For example, pupil: - may smile, look at image presented. - shows recognition and signs of pleasure/distress when specific stimuli are presented. - displays recognition in response to names/ sound or a voice or images presented on screen.",a
,ICT,,Developing ideas and making things happen,,"Pupil reacts spontaneously to a familiar sound, voice, image. For example, pupil displays vocalisation, laughter, facial expression to appropriate sensory stimuli.",b
,ICT,,Developing ideas and making things happen,,"Pupil observes stimulus, activity, image for brief periods. Pupil locates real objects for brief periods with eye/head/hand movements. For example, pupil locates a light/optic light source, vibrating tube, sound source.",c
,ICT,,Developing ideas and making things happen,,"Pupil stills in response to a sound, voice, image. For example, pupil stills when familiar voice/sound is heard, from sound source, light is switched on or when touching tactile stimuli.",d
,ICT,,Developing ideas and making things happen,,"Pupil shows an increased tolerance to a repeated sensory stimulus. For example, pupil: - maintains contact or grasps activated vibrating snake for brief periods. - turns head or eyes towards light or sound source",e
,ICT,,Developing ideas and making things happen,,"Pupils begin to respond consistently to familiar people, events and objects. They react to new activities and experiences, for example, enjoying the movement of air as a nearby electric fan is switched on. They begin to show interest in people, events and objects, for example, tracking moving images briefly across a television or monitor screen. They accept and engage in coactive exploration, for example, being encouraged to handle fibre-optic strands.",P2 (i) 
,ICT,,Developing ideas and making things happen,,"Pupil engages in shared exploration of an object, image, tactile stimulus For example, pupil co-actively explores tactile stimuli, visual resource.",a
,ICT,,Developing ideas and making things happen,,"Pupil tolerates in co-active exploration, e.g using switches with adult support. For example, pupil will accept contact to reach towards light source, tactile stimuli.",b
,ICT,,Developing ideas and making things happen,,"Pupil shows awareness of an immediate change of activity. For example, pupil shows different response when sound source is changed such as a different birthday card sound is presented.",c
,ICT,,Developing ideas and making things happen,,"Pupil interacts with objects or switches by reaching or clawing and raking them. For example, pupil: - reaches towards switch and activates a sound or image source. - begins to show signs of anticipating action when he/she has become familiar with the activity. - laughs/becomes animated when adult re-opens musical Christmas Card and repeats.",d
,ICT,,Developing ideas and making things happen,,"Pupil begins to demonstrate consistent responses to stimuli. Pupil shows the same response each time a sound is played or tactile stimulus is presented. For example, pupil turns head slightly towards repeated sound/source.",e
,ICT,,Developing ideas and making things happen,,"Pupils begin to be proactive in their interactions. They communicate consistent preferences and affective responses, for example, turning towards the source of preferred music. They recognise familiar people, events and objects, for example, moving towards the television in a familiar room. They perform actions, often by trial and improvement, and they remember learned responses over short periods of time, for example, pressing a switch repeatedly to turn on a light or sound source. They cooperate with shared exploration and supported participation, for example, working with an adult or a peer to operate a touch screen.",P2 (ii) 
,ICT,,Developing ideas and making things happen,,"Pupil recognises familiar stimulus when presented via access device For example, pupil presses switch and shows they recognise music, image via facial expression, vocalisation, continued or repeated action.",a
,ICT,,Developing ideas and making things happen,,"Pupil co-operates when sharing objects during give and take activities with supported participation from adult or peer. For example, pupil takes turns to create sounds using sound making resources/accessing interactive whiteboard.",b
,ICT,,Developing ideas and making things happen,,"Pupil may begin to modify repeated actions. For example, pupil may modify his/her response by trial and error to activate a screen image or search for required response on multiple VOCA",c
,ICT,,Developing ideas and making things happen,,"Pupil communicates simple choices. For example, pupil uses two switches to activate one of two sounds available on CD, computer, tape recorder.",d
,ICT,,Developing ideas and making things happen,,"Pupil begins to investigate a reaction from an adult. For example, pupil activates a battery operated toy drummer or dancing potted plant in order to gain a response from an adult.",e
,ICT,,Developing ideas and making things happen,,"Pupils begin to communicate intentionally. They seek attention through eye contact, gesture or action. They request events or activities, for example, pushing another person’s hand towards a switch. They participate in shared activities with less support. They sustain concentration for short periods. They explore materials in increasingly complex ways, for example, moving in and out of a sound beam to create different effects. They observe the results of their own actions with interest, for example, feeling the changing vibrations as they switch a massage table on and off. They remember learned responses over more extended periods, for example, returning to a favourite item of equipment in the multi-sensory environment from session to session.",P3 (i) 
,ICT,,Developing ideas and making things happen,,"Pupil observes the results of his own actions. For example, pupil: - listens to recording of own name. - watches own actions on video, slideshow",a
,ICT,,Developing ideas and making things happen,,"Pupil explores materials in increasingly complex ways. For example, pupil: - uses multiple switches to control equipment, to switch light off and to turn a CD player on. - participates in shared activity for short periods. - takes turns to access interactive whiteboard, control music, lighting effects within a game.",b
,ICT,,Developing ideas and making things happen,,"Pupil remembers a learned response and reacts to it appropriately. For example, pupil, in a simple game, knows when music stops it is their turn to receive the sensory reward.",c
,ICT,,Developing ideas and making things happen,,"Pupil uses ICT and speech aid to make a request or indicate a choice, seek attention. For example, pupil uses VOCA (Partner/two) to request a choice from two alternatives offered.",d
,ICT,,Developing ideas and making things happen,,"Pupils begin to communicate intentionally by using ICT equipment to seek attention. For example, pupil uses VOCA with adult support to direct the actions of others in ‘Simon Says’ game.",e
,ICT,,Developing ideas and making things happen,,"Pupils use emerging conventional communication. They greet known people and may initiate interactions and activities, for example, switching on a tape or CD player. They can remember learned responses over increasing periods of time and may anticipate known events, for example, looking at a monitor screen as they activate a concept keyboard. They may respond to options and choices with actions or gestures, for example, operating one switch rather than another to achieve a desired result. They actively explore objects and events for more extended periods, for example, creating effects using a touch screen. They apply potential solutions systematically to problems; for example, pressing a switch repeatedly after the power source has been turned off.",P3 (ii)
,ICT,,Developing ideas and making things happen,,"Pupil shares and explores an activity with another person for extended periods of five minutes or longer. For example, pupil takes turns in producing sounds for a specific event in a story which may be recorded for later use.",a
,ICT,,Developing ideas and making things happen,,"Pupil anticipates events from sounds, visual cues demonstrating emerging response to objects of reference. For example, pupil: - links objects from screen to real objects. - applies potential solutions to solve problems. - requests help, takes access device to adult, takes adult to problem to indicate problem",b
,ICT,,Developing ideas and making things happen,,"Pupil remembers learned responses over longer period of time. For example, pupil: - uses a speech aid to respond to a daily routine appropriately such as saying thank you for a drink at break time. - will intentionally modify their actions as a result of a rearrangement of access devices.",c
,ICT,,Developing ideas and making things happen,,"Pupil greets known people via speech and communication aid. For example, pupil uses a communication aid to ask adult for favourite toy, piece of music.",d
,ICT,,Developing ideas and making things happen,,"Pupil communicates spontaneously and intentionally. For example, pupil uses communication aid to make a choice.",e
,ICT,,Developing ideas and making things happen,,"Pupils make selections to communicate meanings, for example, identifying a symbol or creating a sound. Pupils make selections to generate familiar/preferred sounds or images. They know that certain actions produce predictable results, for example using a switch to activate a tape recorder. (Guidance - The assumption is that the pupil will use their preferred method of access throughout.)",P4 
,ICT,,Developing ideas and making things happen,,"Pupil uses ICT to control an object or event. For example, pupil activates a sound beam to create different sounds.",a
,ICT,,Developing ideas and making things happen,,"Pupil chooses an appropriate switch or control to produce known result on a screen/device. For example, pupil knows which switch to touch to activate an electric fan from a choice of two switches.",b
,ICT,,Developing ideas and making things happen,,"Pupil can demonstrate that they have an emerging awareness of how ICT can be used to control their environment. For example, pupil: - uses a volume control of a CD player either by pressing a button or using a remote control. - uses a switch to control an electric fan.",c
,ICT,,Developing ideas and making things happen,,"Pupil can produce a predictable result. For example, pupil knows which image to click on to turn the page when using talking stories.",d
,ICT,,Developing ideas and making things happen,,"Pupil can intentionally communicate meaning. For example, pupil can select appropriate sound effect from prepared selection upon prompt (verbal/gesture/ sign).",e
,ICT,,Developing ideas and making things happen,,"Pupils use computer programs, for example, to move a device to manipulate something on screen. They make connections between control devices and information on screen, for example, pressing a specific graphic on a touch screen.",P5 
,ICT,,Developing ideas and making things happen,,"Pupil can pick out shapes, symbols or characters. For example, pupil uses tools in painting programme.",a
,ICT,,Developing ideas and making things happen,,"Pupil can link shapes, symbols and characters to communicate meaning. For example, pupil can select symbols from My World to label ‘real’ or representative objects within the classroom.",b
,ICT,,Developing ideas and making things happen,,"Pupil can make connections between devices and information on screen. For example, pupil: - uses on screen keyboard/ controls to select objects or characters to guide a toy or character through a simple maze. - adjusts web camera to produce image on screen.",c
,ICT,,Developing ideas and making things happen,,"Pupil can with support - use control/access devices such a graphic, joysticks, mouse and whiteboard. For example, pupil uses interactive whiteboard to select pre-recorded sound effects to create own sound track.",d
,ICT,,Developing ideas and making things happen,,"Pupil operates a simple computer program to animate images on screen. For example, pupil: - moves computer mouse to create musical sounds. - moves mouse to move an image on screen.",e
,ICT,,Developing ideas and making things happen,,"Pupils use ICT to interact with other pupils and adults, for example, touching the screen to respond to another’s action in an on screen game. They use keyboard or touch screen to select letters and/or images for their own names. They show they understand that information can be stored on a computer; for example, they ask to see a picture stored earlier. They respond to simple instructions to control a device, for example, using a photocopier to duplicate their work. They operate some devices independently. (Guidance - note the progression on information handling/data gathering through levels P6/7/8.)",P6 
,ICT,,Developing ideas and making things happen,,"Pupil controls an ICT device independently. For example, pupil: - uses a digital camera to record an image / photograph. - can change/skip a track on a CD player. - can program a programmable robot to move forward.",a
,ICT,,Developing ideas and making things happen,,"Pupil can with help print his/hers work. For example, pupil prints out selected images / photographs.",b
,ICT,,Developing ideas and making things happen,,"Pupil can with help save his work. For example, pupil: - can record own voice on a tape recorder. - can produce a sound effect on a tape recorder. Pupil can with help retrieve work previously saved. For example, pupil is able to playback a previously recorded sound on a tape recorder.",c
,ICT,,Developing ideas and making things happen,,"Pupil can use ICT to select and group objects, letters or images. For example, pupil is able to select specific images from a selection such as identifies all the girls from a selection of people.",d
,ICT,,Developing ideas and making things happen,,"Pupil use ICT to interact with other pupils. For example, pupil uses communication aid to direct the actions of others",e
